conversation_id,customer_tweet_id,customer_text,support_tweet_id,support_text,customer_author_id,customer_created_at,support_created_at
apple_thread_019973,989640,@AppleSupport not working in any app. I have sierra 10.12.3,989639,@354437 Does the issue persist after restarting? Let us know in DM. https://t.co/GDrqU22YpT,354437,Wed Feb 15 23:25:26 +0000 2017,Wed Feb 15 23:29:31 +0000 2017
apple_thread_024148,1181511,@applesupport my phone keeps saying storage almost full I've deleted apps photos and videos and it's still at the same space level help,1181510,"@397859 We're here to help. Can you tell us when you deleted your items, did you do a restart to your iPhone?",397859,Mon Mar 13 11:38:58 +0000 2017,Mon Mar 13 13:14:00 +0000 2017
apple_thread_019973,989638,"@AppleSupport the text reactions aren't working in iMessage. also when I FacetTme from my MacBook, the person I'm talking to can't see me",989637,@354437 We can help with both issues. What happens when trying to use reactions? Does this affect multiple contacts?,354437,Sat Mar 18 23:21:52 +0000 2017,Sat Mar 18 23:39:30 +0000 2017
apple_thread_019973,989636,"@AppleSupport when I click on a message, the options do not appear on touch bar. And yes the FaceTime doesn't work for any contact https://t.co/oqFWccxWAI",989635,"@354437 Have you been able to restart computer? If so, let's perform an SMC reset and then try: https://t.co/FYojVXHuwn",354437,Sun Mar 19 00:05:53 +0000 2017,Sun Mar 19 00:19:26 +0000 2017
apple_thread_019973,989634,@AppleSupport the SMC took care of both problems thank you for the information!,989633,"@354437 Excellent to hear it! If there's anything you need in the future, reach out. We'll be happy to help.",354437,Mon Mar 27 04:41:57 +0000 2017,Mon Mar 27 12:32:00 +0000 2017
apple_thread_073873,2522960,@AppleSupport why does your new update require 3 passwords including an iCloud security code that I cannot change even though I know it,2522958,@718517 Happy to help. We've answered your DM. Look for our communication there.,718517,Wed Apr 05 15:59:24 +0000 2017,Wed Apr 05 16:15:00 +0000 2017
apple_thread_019973,989632,@AppleSupport Hey @AppleSupport the touch bar is not working in google chrome watching TV! Is it normal to have so many bugs with this https://t.co/yq6P4dWskq,989631,"@354437 Thanks for reaching out, we'd be happy to look into this. To start what software version are you using on your MacBook?",354437,Fri Apr 14 02:12:01 +0000 2017,Fri Apr 14 02:30:26 +0000 2017
apple_thread_011335,574920,"@applesupport how do I make a genius bar appointment?  the webpage is 403 forbidden.  I called the store number, but I am on hold.",574918,@255250 What is the reservation regarding? We're happy to help. You can also try using the following link: https://t.co/PruGCHO1ib,255250,Thu Apr 20 23:35:59 +0000 2017,Thu Apr 20 23:49:29 +0000 2017
apple_thread_019407,954030,"@AppleSupport Ever since the last update, my battery has been running down pretty fast! Sometimes within minutes, it's out. Please advise.",954029,"@346379 That's not expected. We're happy to help. Which iPhone model do you have? Also, what's the ambient temperature when this occurs?",346379,Tue Apr 25 14:54:12 +0000 2017,Tue Apr 25 15:00:38 +0000 2017
apple_thread_019407,954028,@AppleSupport iPhone 6 Plus. Temperature doesn't really rise beyond what's normal. Battery just silently runs out. A friend also complained about same.,954027,"@346379 Got it, thanks. Since completing the update, have you attempted any of the steps here: https://t.co/TpjqFp3jxD",346379,Tue Apr 25 15:03:29 +0000 2017,Tue Apr 25 15:17:32 +0000 2017
apple_thread_019407,954025,@AppleSupport Not yet. I'll do that now and hope it resolves it. I'll be in touch again if challenge persists. Thanks!,954023,"@346379 Sounds like a plan. We’re available every day from 5am-8pm Pacific. When you've tested, let us know the results.",346379,Tue Apr 25 15:27:34 +0000 2017,Tue Apr 25 15:36:00 +0000 2017
apple_thread_005630,316471,"@AppleSupport
My pod is broken can u fix it",316469,@191567 We're glad to work with you. What's your iPod model and what issue are you having?,191567,Thu May 04 05:42:32 +0000 2017,Thu May 04 12:45:00 +0000 2017
apple_thread_019973,989630,@AppleSupport Hello again. having camera difficulty when facetiming or using photobooth. The latest software is downloaded. what could this be? https://t.co/ZT2ZqntCP3,989629,@354437 We'd love to help with your camera. How long has this been going on? Any recent changes?,354437,Sat May 13 16:30:52 +0000 2017,Sat May 13 16:41:34 +0000 2017
apple_thread_082403,2905812,"Thank you, @115858, for this helpful message when trying to open https://t.co/9tEBAJe24j and it fails: https://t.co/p4cbNl9s5n",2905811,@804670 Hey there! Let's work on this together. Which macOS are you using? Has your Mac been restarted since you received this message?,804670,Sat May 13 19:53:38 +0000 2017,Sat May 13 20:02:27 +0000 2017
apple_thread_082403,2905810,"@AppleSupport Hello. No, not restarted, Sierra 10.12.4. No time for restarting right now, although that _does_ fix stuff when macOS gets unstable.",2905809,"@804670 After you restart, let us know the results.",804670,Sat May 13 20:09:40 +0000 2017,Sat May 13 20:16:28 +0000 2017
apple_thread_082403,2905808,@AppleSupport Works after restarting. Ideally I wouldn’t have to restart every time Safari/Preview/etc acted up… :-/,2905807,@804670 Thank you for letting us know. How often do you power off your Mac?,804670,Sat May 13 20:31:00 +0000 2017,Sat May 13 20:39:30 +0000 2017
apple_thread_082403,2905804,@AppleSupport Since 10.11 it’s 2-4 times a month to fix stuff. I switched to a new MBP with 10.12. A couple of years back it was only for updates.,2905802,"@804670 As you add more data &amp; applications to your Mac, it may need to be powered off completely periodically.",804670,Sat May 13 20:41:52 +0000 2017,Sat May 13 20:58:52 +0000 2017
apple_thread_078477,2723667,@AppleSupport I purchased extra storage but it's not reflecting. Can you help,2723665,@764010 We'd be happy to help. DM us what you're seeing available for iCloud storage and how much you purchased to get started. https://t.co/GDrqU22YpT,764010,Tue Jun 13 10:34:17 +0000 2017,Tue Jun 13 13:01:00 +0000 2017
apple_thread_056539,2032810,"@AppleSupport @115858 - how do I track a weight lifting workout on my Apple Watch Series 2 as an Activity""?I feel like I'm not getting credit",2032808,@141690 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,141690,Fri Jun 16 17:57:38 +0000 2017,Fri Jun 16 18:16:24 +0000 2017
apple_thread_020018,991574,@115858  this message came up when using MyFitnessPal app? I didn't click install. Can you help? Thx! https://t.co/s3Ckidcwjb,991572,@354898 We're here to help! Your iPhone is not infected. Follow these steps to get rid of that pop-up: https://t.co/qr0pQfKgYD,354898,Sun Jul 09 20:43:40 +0000 2017,Sun Jul 09 20:52:27 +0000 2017
apple_thread_029961,1468315,@115858 My iPad screen (no cracks or anything) when u turned it on it was like this. https://t.co/owilVFc58Y,1468313,@460808 We're here to help. What version of iOS are you currently running? Let us know in DM. https://t.co/GDrqU22YpT,460808,Tue Jul 11 23:34:53 +0000 2017,Tue Jul 11 23:44:33 +0000 2017
apple_thread_049210,1909405,"Dear @115858 - there should not be an apostrophe in plural items (that's items, not item's) please fix this! #sickofcorrectingautocorrect",1909403,@568800 Let's look into this together. Can you tell us which device we're working with?,568800,Fri Jul 21 06:36:58 +0000 2017,Fri Jul 21 12:56:58 +0000 2017
apple_thread_019907,981949,@AppleSupport Would love to be able to delete a group of texts messages at the same time.  It shouldn't be that difficult!,981948,"@352820 We can help. Are you trying to delete multiple message threads? If so, tell us the device you’re using, and we’ll go from there.",352820,Tue Aug 08 23:54:23 +0000 2017,Wed Aug 09 00:02:00 +0000 2017
apple_thread_019907,981942,"@AppleSupport Hello!  I use an Oct., 2016 MacBook Pro and an iPhone 6 running beta iOS 10.3.3.",981940,@352820 Thank you for your reply.  Are you referring to deleting individual messages within a thread of messages?,352820,Sat Aug 12 05:48:04 +0000 2017,Sat Aug 12 12:38:54 +0000 2017
apple_thread_018905,935894,@AppleSupport the page to reset your Apple ID is not working,935892,@341873 We can help. What's going on with it?,341873,Mon Aug 14 15:42:12 +0000 2017,Mon Aug 14 15:49:00 +0000 2017
apple_thread_061537,2133217,@O2 @AppleSupport just paid to upgrade my storage plan but phone still says no storage ????,2133216,@627672 We can help! This article goes over your local iPhone storage space vs. iCloud storage: https://t.co/dREC7Rk0Qk,627672,Wed Aug 16 18:28:57 +0000 2017,Wed Aug 16 18:47:30 +0000 2017
apple_thread_061537,2133215,@AppleSupport That doesn't help 😭😭,2133214,@627672 Check out this article on how to check your storage and how to free up some space. https://t.co/GHSbdbihm5,627672,Wed Aug 16 18:54:17 +0000 2017,Wed Aug 16 19:06:00 +0000 2017
apple_thread_061537,2133211,@AppleSupport I've already paid to upgrade my storage but it's not worked???,2133209,@627672 Let's take a closer look at this together. Send us a DM &amp; we'll continue there. https://t.co/GDrqU22YpT,627672,Wed Aug 16 19:19:54 +0000 2017,Wed Aug 16 19:25:32 +0000 2017
apple_thread_059661,2081429,"@AppleSupport Is Mail in Service available for iPhone Smart Battery case, or only in store genius bar?",2081427,@252148 Let's help get this looked at for you. Please DM us the country you are currently in and we can go from there. https://t.co/GDrqU22YpT,252148,Wed Aug 16 23:46:45 +0000 2017,Wed Aug 16 23:54:00 +0000 2017
apple_thread_081201,2838661,@AppleSupport MacBook Air wireless goes up and down for no apparent reason.  Please fix this.,2838660,@790006 We'd like to look into this with you. Are you seeing this issue in multiple locations or just using one wireless access point?,790006,Wed Aug 23 00:21:40 +0000 2017,Wed Aug 23 00:28:07 +0000 2017
apple_thread_081201,2838659,@AppleSupport Just happens at my house.   Was at hotels this weekend and it was fine. Windows machines are fine at my house.,2838658,"@790006 Got it. If that's the case, let's proceed by restarting your router. For more info, check out https://t.co/zlgjExQD2d",790006,Mon Aug 28 22:35:35 +0000 2017,Mon Aug 28 22:55:00 +0000 2017
apple_thread_025472,1254545,Love my new MacBook Pro... Hate the fact my 6 year old Pro has better battery life than this brand new one😒 #Applefails @115858 @AppleSupport,1254544,"@414265 Let's help. To maximize your battery performance, please visit: https://t.co/bivpdfBNJ6",414265,Thu Aug 31 01:59:31 +0000 2017,Thu Aug 31 02:07:00 +0000 2017
apple_thread_025472,1254543,@AppleSupport these are things I've already been doing.. no difference,1254542,@414265 Does the reduced battery life take place upon startup? When using certain apps or features?,414265,Thu Aug 31 08:27:52 +0000 2017,Thu Aug 31 12:58:08 +0000 2017
apple_thread_025472,1254540,@AppleSupport Since the first days with the mac it was horrible just with general web browsing on Safari,1254538,@414265 Thank you for the details. Let's take a closer look via DM: https://t.co/GDrqU22YpT,414265,Fri Sep 01 02:32:47 +0000 2017,Fri Sep 01 02:46:00 +0000 2017
apple_thread_078086,2701031,Hi @AppleSupport - how can I sort the songs in a playlist by artist or song title (instead of def. rev chron date added)? iphone 6+ 10.3.3.,2701030,@234815 Our article https://t.co/XwiZa7ChZq can help you edit a playlist created on your iPhone. Let us know if we can help you further.,234815,Sun Sep 03 01:23:38 +0000 2017,Sun Sep 03 01:50:00 +0000 2017
apple_thread_073018,2493140,Hi @AppleSupport how can I access audiobooks not purchased on iTunes but in the #audiobooks section of my #iTunes library on my #iPhone?,2493139,"@711720 We want to help you with Audiobooks.  Are these currently in your iTunes library, on your computer?",711720,Tue Sep 05 16:59:36 +0000 2017,Tue Sep 05 17:07:00 +0000 2017
apple_thread_013899,689636,Looks like my phone got wind of the new release for @115858's iPhone 8 and my camera decided to stop working. #itknows #nowmywatchwontpair,689634,@284798 We want to help. What happens when you try to use the camera? What is your iPhone model? Let us know to continue.,284798,Tue Sep 05 19:29:43 +0000 2017,Tue Sep 05 19:39:00 +0000 2017
apple_thread_073018,2493138,"@AppleSupport Thanks. Yeah that's right, they are in the iTunes library on my computer",2493137,@711720 You're welcome! Are you attempting to add the same audiobooks to your iPhone from your computer?,711720,Wed Sep 06 07:22:03 +0000 2017,Wed Sep 06 12:52:27 +0000 2017
apple_thread_073018,2493135,"@AppleSupport I was expecting them to sync, either via iTunes Match or on iBooks. Ones purchases through iTunes seem to appear in ibooks but others don't",2493133,"@711720 OK, have you already tried to sync your audiobooks using iTunes on your computer? Check this out: https://t.co/biks8MpbiM",711720,Wed Sep 06 13:09:40 +0000 2017,Wed Sep 06 13:39:00 +0000 2017
apple_thread_017401,857697,"@115858 I have hearing loss in 1 ear. Absurdly, the L/R vol adjust in settings snaps to = when I'm close to the center at all, fix this plz.",857696,@323692 We're happy to help. What device are you using? Let us know to continue.,323692,Fri Sep 08 00:28:55 +0000 2017,Fri Sep 08 00:41:55 +0000 2017
apple_thread_017401,857695,@AppleSupport iPhone 5S and iPod touch of same generation.,857693,@323692 Thanks for the update. Reach us via DM to continue. https://t.co/GDrqU22YpT,323692,Fri Sep 08 00:58:40 +0000 2017,Fri Sep 08 01:13:00 +0000 2017
apple_thread_028942,1434223,"@AppleSupport have noticed a number of songs I have previously downloaded don't appear in my library anymore, how do I get them back?",1434222,"@452993 Happy to help! Were these songs purchases from iTunes, songs you've imported for other sources or from Apple Music Subscription?",452993,Sun Sep 10 20:01:06 +0000 2017,Sun Sep 10 20:14:29 +0000 2017
apple_thread_028942,1434221,@AppleSupport They were all purchased from iTunes,1434220,@452993 Got it!  We'd like to have you check out https://t.co/I39AyMJNgb to redownload your purchases. Keep us posted on how it goes.,452993,Sun Sep 10 20:22:35 +0000 2017,Sun Sep 10 20:31:00 +0000 2017
apple_thread_028942,1434219,@AppleSupport Hi I've looked at this but it doesn't show some songs I know are missing and they aren't in my library either,1434218,@452993 Thanks! Let's check to if these remaining items are hidden. This article will help with the process: https://t.co/jjLUETEY0J,452993,Mon Sep 11 17:52:39 +0000 2017,Mon Sep 11 18:07:57 +0000 2017
apple_thread_004104,244729,"@AppleSupport
 how long is it safe to charge a mac,iphone,ipad,or ipod  for without lowering  the performance of the device or damaging it?",244727,"@174127 Thanks for reaching out! You can find all of our battery information here:
https://t.co/bivpdfBNJ6",174127,Tue Sep 12 02:00:33 +0000 2017,Tue Sep 12 02:10:00 +0000 2017
apple_thread_004104,244728,@AppleSupport Is it safe to charge those devices overnight? I couldn't find the direct answer to that in the page you sent.,244730,"@174127 That is fine, yes.  It will charge to 100% and then stop from there.",174127,Tue Sep 12 05:13:31 +0000 2017,Tue Sep 12 12:43:37 +0000 2017
apple_thread_005569,311020,@AppleSupport Where are my Apps located in @118721 12.7? #Windows #iPhone,311019,@190277 Great question! Check out this article: https://t.co/pxseZbMQ8z,190277,Wed Sep 13 22:16:07 +0000 2017,Wed Sep 13 22:21:00 +0000 2017
apple_thread_005569,311018,@AppleSupport This is not helping. Where are they on my PC or iTunes? TY,311016,@190277 They are now exclusively available in the new App Store.,190277,Wed Sep 13 22:28:28 +0000 2017,Wed Sep 13 22:41:56 +0000 2017
apple_thread_015471,761903,@applesupport never expected such things from Apple ! I am wasting my time and money going there. And you are spoiling your brand image.,761902,@302034 Good morning. Thank you for contacting us. We're happy to help. Can you reach out to us in DM and we'll go into detail? https://t.co/GDrqU22YpT,302034,Thu Sep 14 07:44:16 +0000 2017,Thu Sep 14 13:12:00 +0000 2017
apple_thread_028229,1403134,bought iPhone SE from Maple (so no duplicate issues)  within 10 days the touch started acting up. @11930 @115858 want a brand new phone,1403132,@446226 Thanks for reaching out. Let's look into this together. Send us a DM with more details about your issue. We'll help you there. https://t.co/GDrqU22YpT,446226,Thu Sep 14 07:14:32 +0000 2017,Thu Sep 14 13:13:00 +0000 2017
apple_thread_022054,1083175,How convenient now my iPhone starts to fuck up @AppleSupport,1083174,@375510 We don't want that to happen! Let's help. Provide us more details on what's not working with your iPhone and we'll get started.,375510,Thu Sep 14 09:37:08 +0000 2017,Thu Sep 14 13:31:33 +0000 2017
apple_thread_005274,300484,@AppleSupport Very irritating and I would like it sorted asap! Please :-),300482,"@187643 We can help. While there's no way for Apple to expedite the process, ensure you've gone through: https://t.co/fJnZYmbI9N",187643,Fri Sep 15 07:17:52 +0000 2017,Fri Sep 15 13:22:26 +0000 2017
apple_thread_022054,1083172,@AppleSupport My bad I couldn't reply cuz my IPhone won't work 😤‼️‼️,1083170,@375510 What's going on with your iPhone? Let us know more details so we can help make that iPhone work properly again for you.,375510,Sat Sep 16 07:27:47 +0000 2017,Sat Sep 16 13:08:29 +0000 2017
apple_thread_038916,1684316,@115858 £226 for replacement screen on a £399 watch - Are you for real?,1684314,@511865 Hey there! That is the out-of-warranty cost for a screen replacement. This link has more info: https://t.co/V5eJv51L4d,511865,Sun Sep 17 11:03:05 +0000 2017,Sun Sep 17 13:24:00 +0000 2017
apple_thread_005409,303996,@AppleSupport @115858 please restore Books tab on itunes. How can you remove that? It's the MAIN reason I use itunes and have apple devices,303994,@188580 We want to help you manage your books. Books are now managed through iBooks on your iOS devices: https://t.co/pxseZbMQ8z,188580,Mon Sep 18 11:50:08 +0000 2017,Mon Sep 18 13:26:00 +0000 2017
apple_thread_021090,1034183,"@116333 Hey, this new version of iTunes is missing stuff. Like an easy way to manage apps and ringtones. Restore the functionality please.",1034179,@364660 We might be able to help! Take a look at this article for tips on how to manage apps and ringtones: https://t.co/pxseZbMQ8z,364660,Mon Sep 18 22:51:02 +0000 2017,Mon Sep 18 22:59:00 +0000 2017
apple_thread_056598,2035102,"Worst #customerservice ever @applesupport - Up to 4th Senior Advisor - no follow up, no call back, no resolution, now a hangup @116333",2035100,@601678 We always want the best support experience for our customers. Could you Direct Message us so we can get more information? https://t.co/GDrqU22YpT,601678,Tue Sep 19 05:42:35 +0000 2017,Tue Sep 19 12:40:27 +0000 2017
apple_thread_015429,759290,"@AppleSupport My invited HomeKit user can’t access home remotely with iOS 11. Its been a problem during the betas, and now the final release",759288,@301434 We'll be glad to assist you. Have you tried these steps? https://t.co/8w56ZkfySD,301434,Tue Sep 19 17:34:35 +0000 2017,Tue Sep 19 17:47:01 +0000 2017
apple_thread_030502,1480778,"@AppleSupport
Hi. Can the faded grey and white passcode screen be changed to a sharper or darker view in IOS 11.?",1480776,@463835 Let's help. Please contact us via DM and we can go from there. https://t.co/GDrqU22YpT,463835,Wed Sep 20 02:44:27 +0000 2017,Wed Sep 20 03:23:00 +0000 2017
apple_thread_006055,333090,"Hello @AppleSupport is there a bug for this #iOS11 ? Toggle from airplane mode turns on WiFi and Bluetooth

 https://t.co/wVlfwalG6l",333088,@195337 Thanks for reaching out. Please DM us which device is having the issue. We'll start there https://t.co/GDrqU22YpT,195337,Wed Sep 20 03:32:37 +0000 2017,Wed Sep 20 12:36:28 +0000 2017
apple_thread_026596,1332620,@AppleSupport Twitter does not work on Apple Watch #WatchOs4 #iOS11,1332619,@430879 We’re glad you reached out! What kind of issue are you having with Twitter on the Apple Watch? Does the app not open?,430879,Wed Sep 20 04:49:40 +0000 2017,Wed Sep 20 14:10:38 +0000 2017
apple_thread_021371,366048,@AppleSupport @46074 If I search the one comes is UPDATEY-UPDATES $NEWS isn't the one,1058000,@369803 iOS 11 won't appear in the App Store. Tap on Settings &gt; General &gt; Software Update. Learn more here: https://t.co/80YRnjDFDk,369803,Wed Sep 20 05:27:47 +0000 2017,Wed Sep 20 14:15:00 +0000 2017
apple_thread_005631,317241,"@AppleSupport
Whenever i try to download a game thats called roblox it crashes please fix please reply.",317239,"@191709 We’ll be glad to see how we can help. To clarify, the App Store crashes when you try to download the game?",191709,Wed Sep 20 07:05:01 +0000 2017,Wed Sep 20 14:41:00 +0000 2017
apple_thread_021371,1057999,@AppleSupport Thanks I will the updates,1057997,@369803 You're welcome! Let us know if you have any questions while updating. We're happy to help every step of the way.,369803,Wed Sep 20 14:17:03 +0000 2017,Wed Sep 20 16:10:53 +0000 2017
apple_thread_026596,1332618,"@AppleSupport Yes, the twitter app does not open.",1332617,@430879 Thanks for letting us know. Check out this article for troubleshooting: https://t.co/lsXolVRbbk Let us know if the issue persists.,430879,Wed Sep 20 14:26:24 +0000 2017,Wed Sep 20 16:59:53 +0000 2017
apple_thread_026596,1332615,@AppleSupport @430879 The app for apple watch Crash since iOS 11 GM,1332613,@430877 We can help! Check out this article with next steps for your applications issue: https://t.co/3WF5Z1DBGa,430877,Wed Sep 20 19:56:32 +0000 2017,Wed Sep 20 21:20:31 +0000 2017
apple_thread_016058,795680,When @115948’s radio doesn’t work on your Mac anymore. 🙃 @AppleSupport,795677,"@268472 We want you to be able to enjoy iTunes, and we'll do all we can to help. How exactly is Apple Music Radio not working?",268472,Thu Sep 21 03:51:45 +0000 2017,Thu Sep 21 12:49:30 +0000 2017
apple_thread_079583,2762013,"@AppleSupport figured out i could hold sleep/wake button and side volume button to bypass the slide to restart. thank god im a genius,",2762011,"@175619 We've received your DM, and we'll continue with you there. Be on the lookout for a reply.",175619,Thu Sep 21 04:50:43 +0000 2017,Thu Sep 21 13:11:00 +0000 2017
apple_thread_024184,1182435,@AppleSupport iOS11 is lagging too much! Please fix this!🙏🏻,1182433,"@398070 We'll be happy to look into what's going on. To start, can you tell us which iOS device you're using?",398070,Thu Sep 21 08:33:08 +0000 2017,Thu Sep 21 14:13:01 +0000 2017
apple_thread_016879,835106,Tryin to #update my @115858 watch for more than 4 hrs ant still not runnin!!!! 😒😔😪,835105,"@318837 Hey there. Are you running into an issue updating your Apple Watch? If so, let us know what's going on. We're here for you.",318837,Thu Sep 21 09:40:02 +0000 2017,Thu Sep 21 14:45:32 +0000 2017
apple_thread_005633,319973,@applesupport I’m missing several thousand photos after upgrading to iOS 11. Years worth of content. I sure hope you have a solution.,319971,@192269 Absolutely! Where do you make iPhone backups? Do you use iCloud Photo Library? DM us. https://t.co/GDrqU22YpT,192269,Thu Sep 21 15:45:27 +0000 2017,Thu Sep 21 17:08:00 +0000 2017
apple_thread_005633,319972,@AppleSupport I have never used iCloud to back up my phone ever and have never had this problem before upgrading OS’s.,319974,@192269 Got it.  We received your DM and will continue with you there.,192269,Thu Sep 21 17:09:23 +0000 2017,Thu Sep 21 17:50:28 +0000 2017
apple_thread_009500,512335,@AppleSupport can’t find my subscription button in my account settings. Help! 😵,512334,@237821 We can help with this. Can you tell us what device you're using and the type of subscription you're looking for?,237821,Thu Sep 21 21:17:59 +0000 2017,Thu Sep 21 22:11:32 +0000 2017
apple_thread_009500,512333,@AppleSupport Iphone7+ I am tryin to manage subscription but I dont have the manage button. 😫,512332,@237821 We have a guide for managing subscriptions you can see here: https://t.co/YKDbvueXrq Let us know if we can help further.,237821,Thu Sep 21 22:12:48 +0000 2017,Thu Sep 21 22:40:00 +0000 2017
apple_thread_022413,1101064,@AppleSupport Why 11 make my iphone 7+ lacks of battery performance?,1101063,@379777 Let's look into your iPhone 7 Plus battery performance. Send us a DM and give us the details. https://t.co/GDrqU22YpT,379777,Fri Sep 22 01:13:05 +0000 2017,Fri Sep 22 01:50:00 +0000 2017
apple_thread_028824,1426679,@AppleSupport Could you please tell me how to sync my iPod 6 geneartion to load my Nike+ runs. no money to buy new gadgets,1426677,@451430 We’d be glad to help use your iPod. Please reach out to us via DM and we'll continue there. https://t.co/GDrqU22YpT,451430,Fri Sep 22 04:39:09 +0000 2017,Fri Sep 22 13:48:30 +0000 2017
apple_thread_016879,835103,@AppleSupport Thanks!!! Still not running. Tried 4 times but update says to take 2-5 hrs and stops after 1 hr. 😭,835101,@318837 Are you completing the download on your home Wi-Fi? If you are experiencing slow downloads try another network to finish it.,318837,Fri Sep 22 06:17:54 +0000 2017,Fri Sep 22 13:49:00 +0000 2017
apple_thread_005653,321076,"@AppleSupport @115858 @116333
helpless and couldn't give me a solution. How do I trust now?
Case ID: 100299060373",321073,@192506 We'd like to look into this. DM us and we'll go from there. https://t.co/GDrqU22YpT,192506,Fri Sep 22 07:53:36 +0000 2017,Fri Sep 22 14:19:43 +0000 2017
