customer_tweet_id,customer_text,human_label
2853794,I love it when the new @AppleSupport IOS update makes every single app I use crash and not let me press anything on my screen!!!!!,OTHER_OR_AMBIGUOUS
1581482,@115858 you need to fix this update. Eye can’t type the letter eye without getting a question mark! Eye’m getting frustrated please fix this!,2
2945791,.@AppleSupport My iPhone X refuses to sleep on lock screen ! Can anyone help !,1
685998,@115858 when do you intend on fixing this I.T problem and by I.T I mean “It” Bc my phone keeps autocorrecting to I.T. 😡😡🤬,OTHER_OR_AMBIGUOUS
2890693,@AppleSupport hello. I have no purchase history after I updated my iPhone to 11.1.2 ! https://t.co/Pyc6XTU13V,5
38645,@AppleSupport my iphone 7 back up would not restore onto my X today. Lost all my text message history and apps as I had to set up from new. Any way I can get them back?,OTHER_OR_AMBIGUOUS
1265778,The iPhone X preorder is giving me major anxiety. @115725 @115858 @AppleSupport help cause idk what the heck to do. 💀💀💀💀 https://t.co/18QfVtPrPq,OTHER_OR_AMBIGUOUS
2621167,I just updated my phone and my entire Apple Music library is gone 😭 @AppleSupport,OTHER_OR_AMBIGUOUS
1368802,"@AppleSupport, anything i can do about this other than wait at the Genius Bar? https://t.co/FhSmftXkVU",8
2356598,I’m confused as to why @115858 hasn’t fixed the I️ issue yet 🤔,OTHER_OR_AMBIGUOUS
2913296,"Dear @115858 @AppleSupport,

Where is the ""Siri &amp; Search"" menu that used to sit under the ""Sounds &amp; Haptics"" menu in ""Settings"" on iOS 11.1.2? Buggy?",2
695267,@AppleSupport The original with wall adapter. Nothing change. Just your fucking iOS 11! The battery ok but the real problem is that everything is really slow!! iOS 11 is just here to Force people to buy a new iPhone!!,OTHER_OR_AMBIGUOUS
619455,It hasn't even been a year since I bought these earphones and the left one is starting to crackle if I move the cable too much @115858 https://t.co/0WBpZfepCF,OTHER_OR_AMBIGUOUS
2261419,@115858 should put the option of low battery mode on the control panel you pull up. I hate having to go to settings to find it every time.,1
1772833,"@142505 @532826 And the iPad update finally got it too. All is well. Except for the new IOS update shutting off the wi-fi every 15-20 minutes. Fix it, .@AppleSupport",OTHER_OR_AMBIGUOUS
2301953,"@AppleSupport why Pages app is eror on iPad air 2 kos 11.1 I can't even open my docs or create docs..
Please fix it!",5
851738,"Dear @115858 ,

If I wanted big ass font headers I would’ve picked big ass font when I originally set my phone up.
iOS 11.0.3 update is 👎🏽 https://t.co/LJB5L2ziCL",2
543648,@121122 why does my iPhone keep shutting down? Brings up a loading screen every now and again?? @AppleSupport was really hot about an hour ago as well and it wasn’t on charge was just on the side,OTHER_OR_AMBIGUOUS
1286462,"@115858 @AppleSupport MacBook Pro 15"" (2015) or MacBook Pro 13"" (2017) without Touch Bar? I'll be using it with a Thunderbolt Display, primarily in clamshell mode",1
94773,@AppleSupport I am running 11.1.2 and I don’t see it in other apps,5
2509394,@AppleSupport my Apple Music keeps glitching. It says I don’t have a song and when I try to add it it goes back to not having it added. Also 6lacks clean album says it was released in 2106,OTHER_OR_AMBIGUOUS
188453,Nevermind @AppleSupport this Apple TV is trash,OTHER_OR_AMBIGUOUS
669894,The new @115858 IOS update has deleted all of my @115948 😩😩,2
307381,@AppleSupport I want to completely turn off wifi on control panel. Is there any setting? It seems I can do so only by setting apps...,OTHER_OR_AMBIGUOUS
1146001,@115858 @AppleSupport Recently on my iPhone 7 whenever I take a screenshot it turns out as a blank white screen. How do I resolve this issue?,1
1973586,"@115858 @AppleSupport Weather Widget still broken with iOS11.1
remove the bug #iOS11 #iphone7",OTHER_OR_AMBIGUOUS
63326,@AppleSupport 11.1.2,OTHER_OR_AMBIGUOUS
1457400,@AppleSupport 11.1. Eye can’t type the letter it shows up I️,OTHER_OR_AMBIGUOUS
2305147,Apple need to sort out not being able to view messages on your locked screen. This is now my locked screen 👏🏻 👏🏻 👏🏻 @AppleSupport https://t.co/Ww3buKPSwX,1
2888426,Compré un #iPhoneX de 256 gb hace tres semanas. Hoy dejó de funcionar sin siquiera haber hecho algo para que ello ocurriera. Estoy trabado del coraje. @AppleSupport @115858.,OTHER_OR_AMBIGUOUS
2093820,"My phone keeps glitching, so every time I️ type the letter “I️” it autocorrects to “a ?” @115858 pls help",OTHER_OR_AMBIGUOUS
1990043,@AppleSupport WHY are my i(eye)’s showing up like this —&gt; I️  !?,OTHER_OR_AMBIGUOUS
1509967,also @115858 this iOS update glitchy as hell,2
495120,@AppleSupport That didn’t help. The device I’m not discovering is a Taylor Bluetooth scale. Are you aware of compatibility issues?,7
939138,"@AppleSupport Yes, that’s right.",OTHER_OR_AMBIGUOUS
557914,Just downloaded 11.2 @AppleSupport and I don’t see the  Pay in the iMessage app drawer. Any help?,OTHER_OR_AMBIGUOUS
2287903,@AppleSupport The 11.1 update is glitchy and my apps constantly are crashing. Fix dis shiiii plz,OTHER_OR_AMBIGUOUS
1875084,"@AppleSupport iOS11.0.3 is still unusable do something ASAP😡😖.NO notifications/delayed for texts and calls, randomly closes apps in use🤷🏽‍♀️",5
1633514,@AppleSupport Yes yes. Found it &amp; deleted it. Thanks.,OTHER_OR_AMBIGUOUS
1646212,Really @115858 ... we still don’t have a solution for the 👀 key?!? #waitingforanupdate,OTHER_OR_AMBIGUOUS
1698605,@AppleSupport @115858 This new update is draining my iPhone 6 Plus. Like only lasting 50 to 60 mins tops!?!?! #help,2
2125027,"@AppleSupport Ahh, thanks. iPhone 8, iOS 11.1.",2
484503,@AppleSupport Thanks. Wifi and cell. Seems to work now. Hung all morning but now okay. Weird,7
2977506,"@AppleSupport my husbands i pad stopped charging;  we have to turn it off overtime we want to charge it, and then its slow",OTHER_OR_AMBIGUOUS
148275,@AppleSupport Oh it’s the absolute latest one... only updated it last night,OTHER_OR_AMBIGUOUS
1128227,"@AppleSupport when I start a mail and contacts sync, is just impossible to use my Mac. Can you help on this? Thanks!",4
396068,@AppleSupport iOS 11 has destroyed my battery life. Will there be any fix soon?,OTHER_OR_AMBIGUOUS
1758946,"@AppleSupport Ah, okay. This is will take some getting used to, but it’s starting to make sense. Thank you so much for taking the time to help me. 😁",OTHER_OR_AMBIGUOUS
738018,"@116333 +File number: 100287360066 Since the device is not stooped, I do not  end more than one month's worth of equipment and it is not-",OTHER_OR_AMBIGUOUS
2128273,"Honestly, @115858 I’m being patient but you really need to fix this I️ junk. My sober tweets look worse than my drunken tweets.",OTHER_OR_AMBIGUOUS
2770801,@AppleSupport I woke up this morning and all my photos were back!!!! Thanks anyways though😊,OTHER_OR_AMBIGUOUS
1913108,"Hey @115858, Final Cut et After Effect qui ne sont plus compatible après la mise à jour High Sierra, on en parle ? Ca devient pénible tout cette obsolescence programmé (cc @AppleSupport)",OTHER_OR_AMBIGUOUS
266064,@115858 iOS 11 is by far the worst I’ve never expierence issues updating software till now I loved my 7 plus on iOS 10,2
338173,@AppleSupport screen record on ios11 won't record system sounds. Is it a bug?,OTHER_OR_AMBIGUOUS
1662173,"@115858 please give us control over our phones. I don't want WiFi/Bluetooth to turn on at 5am. Where is the toggle to turn this ""feature"" off? I'd also like the control center to turn off WiFi/Bluetooth rather than to just disconnect it. https://t.co/WfGcbcRaW1",7
2795918,Thank you @115858 for these useful new emoji that came with the updated 🧟‍♂️🧜🏿‍♀️🤲🧟‍♂️🤯🧚🏽‍♂️🤩🧞‍♂️ in addition my iphone isn’t working anymore,OTHER_OR_AMBIGUOUS
513646,@AppleSupport my phone is crashing. what’s goin on?,OTHER_OR_AMBIGUOUS
1734427,I️ @AppleSupport,OTHER_OR_AMBIGUOUS
1939722,@AppleSupport why is typing/touching screen so glitchy in iOS 11.0.3? Screen jumps around/keyboards change unexpectedly.,OTHER_OR_AMBIGUOUS
1559956,"@116333 hi,I am Apple user since 2007. Yesterday morning I got defected screen on iPhone X from Etisalat UAE at the Dubai Mall.",1
2229340,Tried out the default Mail App now I’m on iOS11. Am I right in thinking still no push for gMail accounts @AppleSupport? #aHelp,5
1650131,^ what the fuck @115858,OTHER_OR_AMBIGUOUS
2545714,"@AppleSupport Some (not all) of my photos are now white boxes that say, ""Cannot be downloaded from iCloud,"" but when I log into iCloud, they are not there! Where are my photos?!",4
1220052,@AppleSupport my iPhone 7 is hanging after I updated ios 11.3,2
1962773,"yo @AppleSupport wtf is this. it happens every time i try to type “i”. if i️ don’t correct it, this happens: i️ https://t.co/4QxP9xVYTD",OTHER_OR_AMBIGUOUS
1110815,"Hey @115858 ios11 is garbage, got a new phone on Saturday and the volume controls don’t work, every app crashes like even the phone one #wtf",5
874787,@AppleSupport the camera preserve setting feature does NOT preserve the settings.  Is this being looked at? 🍏,1
1219223,I’ve been an iPhone fan forever but ever since I updated to iOS 11 it’s been problems. Fix this @AppleSupport @115858,2
206661,@AppleSupport iOS 10.3.3. When I delete them they come right back,2
655860,"this new ios 11 update has fucked up my entire phone. screen freezing, apps crashing. fix this shit bro 😡 @AppleSupport",OTHER_OR_AMBIGUOUS
2552448,"Me bajo la última actualización de Mac, se queda muerto y en las tiendas me dan cita para dentro de una semana. En cuanto pueda abandono el mundo #Apple @AppleSupport",OTHER_OR_AMBIGUOUS
1377444,@AppleSupport  @115858 I can’t confirm my iPhone X pre-order. It’s telling me that the order number I have is wrong. Any suggestions?,8
617277,@AppleSupport  https://t.co/brjL9zl9fS,OTHER_OR_AMBIGUOUS
1832744,"@AppleSupport just bought a apple watch series 3, all working fine except cant connect watch to messenger",OTHER_OR_AMBIGUOUS
1915821,"@AppleSupport message function isn’t working. If I click on ‘message’ directly from a contact, it just takes me to ‘messages’ but to compose",OTHER_OR_AMBIGUOUS
747808,"@AppleSupport Did it the day I first tweeted you, just to be sure. https://t.co/9MZcDZFLPR",OTHER_OR_AMBIGUOUS
548081,Why? @AppleSupport @115858 iPhone 7 Plus https://t.co/AZQkQLdrUh,OTHER_OR_AMBIGUOUS
410521,"Hi why does my iphones brightness just randomly lower?? Auto is off, it's all the way up and my battery is 90% ????? @AppleSupport",1
1281107,@AppleSupport Is the App Store (Chile) not working? Can’t seem to connect to it... 😰,OTHER_OR_AMBIGUOUS
2534826,"@115858
Ya need to fix your fkn iPhone X
I’m experiencing all sort of issues with the phone
First I was getting... https://t.co/RU4P00ohA8",OTHER_OR_AMBIGUOUS
1267712,@AppleSupport Battery life is an issue as it happens but bigger issue is freezing and so slow on all applications since update 😣,OTHER_OR_AMBIGUOUS
2422516,@AppleSupport @AppleSupport I’m trying to see what I’ve ordered. I’ve seen some transactions on my credit card that I don’t recognize.,OTHER_OR_AMBIGUOUS
463947,My phone updated and now it won’t charge @115858 explain,6
1582118,this update has me messed up @115858 why is my “I️” turned into A with a box🙄,2
2555427,@AppleSupport no error messages or anything,OTHER_OR_AMBIGUOUS
2673935,@115858 @121584 Lot of Disney apps still not working on iPad. Can’t rollback to iOS 10.3.3. Disappointing :-(.,OTHER_OR_AMBIGUOUS
2059800,@AppleSupport MacOS 10.13 broke my HP Printer! No solution available anywhere! What do I do?,OTHER_OR_AMBIGUOUS
2526310,S/O to @115858 for the new software update!! Completely killed my phone!! #LoveTechnology !!,2
2060796,New @AppleSupport iPhone 11.2 update = dog shit. Killing battery life. Fix immediately please,OTHER_OR_AMBIGUOUS
237455,I'm STILL waiting to hear why your latest update has made my phone unusable @AppleSupport 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡. 😡 😡.  😡😡😡,2
1810913,"@115858 @AppleSupport Not in your KBs:
 (1) How to clear iTunes calendar cache?
 (2) How to clean non-cloud-related dupe calendars &amp; events? https://t.co/NTPNI2mjnJ",5
1148813,How does the iPhone pre-order work? Is it for online orders only? @AppleSupport,8
778343,iPhone keeps freezing 😫 too bad @115858 once known for its quality is going downhill so fast. Not buying a new one 👎🏼,OTHER_OR_AMBIGUOUS
2034388,my MacBook air won’t turn on or charge sos help @AppleSupport,6
1718280,Man this new update fucking up my phone! And I got an 8 plus! Damn @115858 😂,2
2007244,@115858 fix the I️ bug NOWWWWWWEEWWWWWWWW,2
1662190,@AppleSupport Any time of tge day,OTHER_OR_AMBIGUOUS
1508699,Hey @115858 - figure this out! Everyone is having problems with the “I️” on their iPhone. It’s a MAJOR issue. Thought upgrade might handle.NO,2
2095327,@AppleSupport since upgrading to the latest iOS my iPhone 7 is constantly freezing. So annoying!,2
889208,@AppleSupport I never got my second support Call,OTHER_OR_AMBIGUOUS
2484278,@709708 @96154 Donc les infos d’#AppleMaps (@AppleSupport) sont fausses mais le site induit en erreur aussi : https://t.co/ZKNU81wA5w,OTHER_OR_AMBIGUOUS
988392,"@115858 really, when will you fix the last iPhone update? It’s a shit! I cant update Any of my apps or get new ones!",OTHER_OR_AMBIGUOUS
2302697,Uh @115858 @AppleSupport I updated my phone yesterday and still I see those stupid question mark things...what’s going on?,OTHER_OR_AMBIGUOUS
1887742,"@563013 @115858 I’m pissed! At least I’m not the only one, I’m taking my phone to Apple and forcing them to fix this cause it’s their fault https://t.co/rb2PxQrxHm",OTHER_OR_AMBIGUOUS
32378,"@AppleSupport Hi. This isn’t expected behaviour as you rolled out a change last night enabling the ability to do this.
https://t.co/cOodP8PCoU",OTHER_OR_AMBIGUOUS
2179475,I haven’t had this iPhone 8 for more than 2 months and it glitches all the time @115858 wtf,OTHER_OR_AMBIGUOUS
2519500,@97698 @717676 @119459 @AppleSupport @115858 Como puedo eliminar este espacio Ocupado por “Sistema”? Son mas de 10GB.... Gracias!,OTHER_OR_AMBIGUOUS
359554,@AppleSupport Thanks! That means I can use my Watch 3 within U.K. And US if I change provider? No matter where I buy it... am I right?,OTHER_OR_AMBIGUOUS
1338077,"Was switching from @122609 to @115858 but after that whole #iPhoneX process and not even knowing if I got one. Eh, I may stay. @AppleSupport",OTHER_OR_AMBIGUOUS
1761152,So the rear camera on my iPhone just decided to stop working for some reason... 🤷🏻‍♂️. @115858,1
1830052,@AppleSupport my phone died and then went to charge it and now its going back and fourth between the apple logo and the dead battery . I don't know what to do,OTHER_OR_AMBIGUOUS
2868514,"Hey @AppleSupport @117735 my week old iPhone doesn't operate...AT ALL. For $1000 I would expect a little more, or at least a Genius appt. available before MONDAY. #goingandroid",OTHER_OR_AMBIGUOUS
2730350,#ios11 you are killing me! So many bugs &amp; battery life of &lt;20min ! @115858 @AppleSupport #Apple #iphonebugs #iphone,1
495152,@AppleSupport I updated my iphone 6s to ios 11.1.2 but every one minute the phone turns black and lock screen appears. Please help.,OTHER_OR_AMBIGUOUS
1714643,Why is the apple update so buggy??? @AppleSupport @115858,2
1443400,@115858 after downloading #iOS 11.1 my #iPhone6S is showing issues in 3D touch. Anyone of you also facing such issues? #iPhoneX,2
2548142,@115858 This is what I mean by moving App icons on your screen in iOS11.0.3 being really glitchy &amp; non responsive 👀 https://t.co/fLzvlW1Uh0,OTHER_OR_AMBIGUOUS
1973617,@AppleSupport 11.0.3 and no error messages,OTHER_OR_AMBIGUOUS
518398,@AppleSupport what happened to my iPhone 6s with the latest iOS? Always like this every 10-20s. It happened in different iPhone with the different series but in same latest iOS. https://t.co/9PiGrQ5P2U,2
2024387,#iphonex @AppleSupport why is it named a 6s? It’s a X and won’t let me buy Apple care. #help https://t.co/YRd0vPXu0L,OTHER_OR_AMBIGUOUS
584733,"@115858 @AppleSupport Guys, There is a bug in IOS version 11.1.2.When you turn off your Wifi from the control center, it does not turn off it from settings Wi-Fi.But the other way works fine.Is it reported?",OTHER_OR_AMBIGUOUS
2510950,@AppleSupport Yes. I’ve done it already,OTHER_OR_AMBIGUOUS
2313550,"Dear @115858, why did the pre-released songs disappear when the full album was released? And why won't iTunes let me download them again? https://t.co/6GCoGyFcFa",5
1683510,@115858 fix the uppercase i situation already,OTHER_OR_AMBIGUOUS
872753,Updated this iPhone &amp; it keeps on freezing and switching off what’s the script @AppleSupport @115858,OTHER_OR_AMBIGUOUS
2410383,@AppleSupport I updated to the new software update and it’s made my phone SO slow and lagging. What can I do to fix this?,2
1335682,#phishing @AppleSupport hxxp://www.souqalharamain.com/admincontrol/js/nessecary-update//05e37a709c27b72f21062381681ce183/login.php? https://t.co/qvkjeo089G,OTHER_OR_AMBIGUOUS
457183,@115858 @AppleSupport please do something with the ios 11 battery drain. I need to keep the phone plugged just to use it. WHAT THE HELL HAVE YOU DONE!!!,OTHER_OR_AMBIGUOUS
2015192,@AppleSupport what is up with the I️ on my phone. It’s turning into the A ? (In a box). Help!!!,OTHER_OR_AMBIGUOUS
2758240,@118721 @AppleSupport on the phone over an hour until someone hung up and problem not resolved. #applesucks https://t.co/sgNXYWmMF0,OTHER_OR_AMBIGUOUS
2308008,@115858 my I is still messed up when viewing others on social media 😞,OTHER_OR_AMBIGUOUS
1887581,"@AppleSupport @115858 after upgrading to IOS 11.0.3 my iPhone 7 Plus started to warm up outside using some normal apps, for exemple WhatsApp.",OTHER_OR_AMBIGUOUS
168808,@AppleSupport How the led on the left side of iPhone X notch light up,OTHER_OR_AMBIGUOUS
2322522,@115858 WAIT I️ FIXED IT,OTHER_OR_AMBIGUOUS
2363094,@AppleSupport Be switching to Samsung,OTHER_OR_AMBIGUOUS
656320,Hi @AppleSupport is it possible to change my Twitter notifications sound (i.e: whenever someone RTs or favs my tweets) from the usual Tri-Tone to any of the others available in iOS?,2
1170162,@AppleSupport (4) Great! Thanks. What should I do in case the progress line under the black apple just doesn't moves?,OTHER_OR_AMBIGUOUS
586967,@AppleSupport iOS11.2 radomly goes unresponsive on me. https://t.co/iD74gHFmFq,OTHER_OR_AMBIGUOUS
2570440,"Hey @115858, I need y’all to put out an iOS update to take off this I.T nonsense 😒😒😒",2
2381352,@AppleSupport has some explaining to do. I blocked a number and I am still getting texts from them. 😐😐😐,OTHER_OR_AMBIGUOUS
1365565,@AppleSupport Ever since I updated to ios11 my phone has been glitching like crazy. It’s worse when I restart it. How do I fix it,2
1575148,@AppleSupport why is this happening? https://t.co/4DRzXw2IBn,OTHER_OR_AMBIGUOUS
2987501,"anyone having issues with #osx #HighSierra and #Slack, #zoom or Multiple monitors? Getting major lag. @115858  @118190  @172377 #DevLife",OTHER_OR_AMBIGUOUS
1579084,"@115858 What is going on
I’m trying to type the letter after H and it’s not working🤦🏽‍♂️
Example: I️",OTHER_OR_AMBIGUOUS
1233618,"@AppleSupport so in iOS 11.0.3 the now playing widget is now only for Music now? If so, that’s a bad decision.",2
2035961,iOS11 are you even kidding me right now? My phone is literally hanging and lagging and it wasn’t doing that before I updated @AppleSupport,OTHER_OR_AMBIGUOUS
928032,My MacBook Air is saying it needs updating but a restart is required does this mean I will lose all my photos etc? @AppleSupport @115858,2
1698389,@515120 @AppleSupport NAH NVM ITS STILL NOT WORKING ^^^,OTHER_OR_AMBIGUOUS
1635764,@AppleSupport The categories just got all switched like moved the albums arounds like had all in one place two different categories instead of just one,OTHER_OR_AMBIGUOUS
743806,@115858 these #ios11 updates are killing me! Not able to see any alerts on my screen. https://t.co/XHgNDQ9fV2,1
1852307,"@AppleSupport idk what this update did to my phone, but it’s slow as shit now &amp; apps crash all the time. Why’s this happen before upgrades?",OTHER_OR_AMBIGUOUS
754206,@115858 @AppleSupport el iOS causa muchos conflictos en el Iphone 7,2
1880992,@AppleSupport My iPhone freezes all the time ever since I updated it..,OTHER_OR_AMBIGUOUS
633877,@115858 how and where can I make a complaint about the podcasts app update? I hate it! It’s very difficult to see how many podcasts I haven’t listened to yet and creating a playlist takes too long.,OTHER_OR_AMBIGUOUS
1526936,@AppleSupport  https://t.co/cN3kMsCXoP,OTHER_OR_AMBIGUOUS
1711992,Dear @115858 i bought your neat little $1000 phone but i can’t even read a complete sentence due to the A [?]..fix your shit,OTHER_OR_AMBIGUOUS
2753675,"@AppleSupport Less fluid than when I was on Ios 10. When sliding from the bottom to view open apps or control center there's choppiness. When unlocking the ipad, there's a slight moment where the colors are inverted which is strange. Already tried restoring.",OTHER_OR_AMBIGUOUS
2903767,@AppleSupport been complaining about the bottom part of my phone wont work  having a hard time using space bAr,OTHER_OR_AMBIGUOUS
2130299,"This new iPhone update is garbage. Whenever I take a screenshot, it’s blank! I have to keep resetting my phone. Also a few apps lag and freeze for 10 seconds. When is the new update to fix this @115858 @AppleSupport",OTHER_OR_AMBIGUOUS
1788001,"We seem to have a problem: ""Do Not Disturb"" sync doesn't work. #iOS11 #watchOS4 @AppleSupport https://t.co/KvBUqE0zEZ",4
1811497,@AppleSupport your 11.03 was a failure. It’s worse now. #fail https://t.co/nGmuNWkZIn,OTHER_OR_AMBIGUOUS
1228755,You guys never called me I had a scheduled call back and my Apple ID is still disabled!!! @AppleSupport,3
1676980,can @115858 fix this damn “i️” issue already?!,OTHER_OR_AMBIGUOUS
2487246,@AppleSupport Is it possible to upgrade the SSD on the 2017 MBP non-Touch Bar? I saw in the internet that the SSD can be removed only for the non-Touch Bar version.,OTHER_OR_AMBIGUOUS
1564075,@AppleSupport any solutions? https://t.co/5HeFJHShcP,OTHER_OR_AMBIGUOUS
1687713,@512506 @AppleSupport Mines doing it too! https://t.co/VZ6kfzOKQY,OTHER_OR_AMBIGUOUS
2794369,"@AppleSupport Yes, every so often to screen will go dark when I’m using my phone and the loading symbol with pop up. I’m currently using the 11.2 beta version.",1
1130517,When is @115858 going to add some quick delete feature for contacts? Pressing 10 buttons to delete something is annoying,OTHER_OR_AMBIGUOUS
2783276,@AppleSupport Facing prob in my 6 &amp; spouse 5s since upgrading to iOS 11 Apart frm draining battery wrong battery %display 5scudn’t be restarted on frozen logo Tk 2 Apple store reloaded iOS all data lost. disgusting is iCloud data cud-not be retrieved. Losing faith very fast.,OTHER_OR_AMBIGUOUS
1304254,"@AppleSupport me ajuda
help me
살려 주세요",OTHER_OR_AMBIGUOUS
639886,Yo @115858 your iOS update is killing my battery life. Fix it,OTHER_OR_AMBIGUOUS
2980651,"So i came off YouTube and my battery was on 70% , i scroll through twitter for like a min and it drops to 42? WTF @AppleSupport",1
2533924,@AppleSupport I think my AirPort Time Capsule's drive is toast. It's showing two weeks estimate for a single pass zero wipe. Out of warranty,OTHER_OR_AMBIGUOUS
2398151,Anyone else’s computer crash trying to do the new Apple software update?  Won’t start. Can’t even book genius bar now!  WTF?!  @115858 @AppleSupport,OTHER_OR_AMBIGUOUS
2307979,"Hey guys, when are you going to fix this bug? @115858 @AppleSupport",2
54465,My phone been getting so hot since this update @115858,2
2750436,Ummm. My iMac has been restarting for the last hour. Should I be worried??? @AppleSupport https://t.co/tWgriku0i0,OTHER_OR_AMBIGUOUS
842529,"@AppleSupport iPhone 7 Plus, iOS 11.0.3",2
1078784,I’ve set four alarms in the morning. But they never went off! This is the second time I’ve been late! #ios11issue @115858 @AppleSupport,OTHER_OR_AMBIGUOUS
2292780,@115858 next time could you maybe fix the bug where it stops connecting peoples WiFi because that seems to be the main issue here xo https://t.co/lJVcYnvIMt,OTHER_OR_AMBIGUOUS
2299827,"@614636 hello, I just install new OS X High Sierra on my Mac Pro 2013, and this his what happen everytime, can’t use it. Every 30sec my MAC restart the session. Help please @AppleSupport https://t.co/TdvjPBTsLT",OTHER_OR_AMBIGUOUS
2004477,@115858 @AppleSupport why does my phone change the letter “I️” to I️ !?!!!??!!!! FIX THIS,OTHER_OR_AMBIGUOUS
945674,@AppleSupport i need to erase my iphone that got stolen ASAP!!! i can't see the verification code cause it got stolen please help,3
2141672,@AppleSupport can y’all fix this I️ shit? It’s almost been a week.,OTHER_OR_AMBIGUOUS
2004166,"@592652 @AppleSupport YES! Me too, what the duck is going on",OTHER_OR_AMBIGUOUS
873891,"@AppleSupport I am not able to use the @115858 Maps , this is the issue I am facing as shown below ! What the hell@is happening with my phone https://t.co/wmWtKebplK",OTHER_OR_AMBIGUOUS
741650,"@AppleSupport Does the new update fix the Bedtime function? This glitch thing it does is getting old, quick 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️",2
1548725,When will @AppleSupport send a #bug fix for #ios1103 ??? I’m tired if my #iphone changing brightness automatically ...seriously I am😈,2
2250005,@AppleSupport help?????? https://t.co/EfnzjIjThY,OTHER_OR_AMBIGUOUS
1712464,@115858 It did it again goodbye,OTHER_OR_AMBIGUOUS
84203,"@AppleSupport No, it doesn’t persist after restarting my iPhone. Thanks!",OTHER_OR_AMBIGUOUS
2684310,@AppleSupport Yes it is.,OTHER_OR_AMBIGUOUS
1504369,@AppleSupport hello. I have some charges I need to dispute,OTHER_OR_AMBIGUOUS
498604,@AppleSupport iPhone X,OTHER_OR_AMBIGUOUS
6798,@AppleSupport Una autentica MIERDA. Really shit. Muy battery is not working anymore. 😡,1
1026260,@AppleSupport Thank you! Worked perfectly!,OTHER_OR_AMBIGUOUS
1001228,@AppleSupport Before this Bluetooth connection starts to flicker,7
1865580,@115858 this update is trash! I’m mad because my messages not sending or coming thru!,2
1924856,"@AppleSupport Preciso recuperar minha conta mas não tenho as respostas de segurança, como faço?",OTHER_OR_AMBIGUOUS
2298559,"@AppleSupport, @SprintCare,
Any help on why Face ID cam won’t work?
#iPhoneX 256GB Silver ~10 days old.
11.1 iOS. https://t.co/rwoj0PWEDN",2
1926855,"Currently charging my iPhone three times a day. Thanks #iOS11 and @115858. Shut it, Babs. 😂",1
2495484,@AppleSupport what’s the deal with the white bar at the top of my screen? https://t.co/395oSDn15r,1
1582996,@487208 @115858 What? @115858 fix this shit https://t.co/IfN5LBoqYF,OTHER_OR_AMBIGUOUS
1593945,fav if this shit is happening to you too so i know im not alone 🙄🙄🙄 wtf @115858 https://t.co/cEJMV4XlOw,OTHER_OR_AMBIGUOUS
2869719,@AppleSupport Other key details: upgraded phone (7) from ios10 to 11 Sunday. Call #1 was received while phone was locked. I had issues unlocking while on the call.,OTHER_OR_AMBIGUOUS
